,text,label,relations,len
1018,"Vucic told the NATO chief that Pristina ""blatantly violates the Brussels agreement by Pristina's unilateral actions,"" including the dismissal of Nenad Djuric, director of the Regional Directorate North, the illegal handling of license plate matters, and nearly a decade-long refusal to establish a community of Serb municipalities","<triplet> Vucic <subj> Pristina <obj> Make Public Statement <triplet> Pristina <subj> Brussels agreement <obj> Reduce Relations <triplet> Pristina <subj> Nenad Djuric, director of the Regional Directorate North <obj> Reduce Relations <triplet> Pristina <subj> community of Serb municipalities <obj> Reject","['Make Public Statement', 'Reduce Relations', 'Reduce Relations', 'Reject']",4
1020,"Anthony Albanese’s's decision to miss the COP27 climate talks has dismayed David Pocock, as well as officials in Egypt who warned Albanese’s climate snub would harm Australia’s reputation.",<triplet> Anthony Albanese <subj> COP27 climate talks <obj> Reduce Relations <triplet> David Pocock <subj> Anthony Albanese <obj> Disapprove <triplet> officials in Egypt <subj> Anthony Albanese <obj> Disapprove <triplet> Albanese <subj> Australia <obj> Reduce Relations <triplet> officials in Egypt <subj> Albanese <obj> Make Public Statement,"['Reduce Relations', 'Disapprove', 'Disapprove', 'Reduce Relations', 'Make Public Statement']",5
1021,"Ukrainian troops shell Donetsk twice within an hour, firing 11 rockets - DPR mission.",<triplet> Ukrainian troops <subj> Donetsk <obj> Fight,['Fight'],1
1023,Russia has repeatedly stated that most of the grain exported from Ukraine goes to the markets of the most developed countries,<triplet> Russia <subj> Ukraine <obj> Make Public Statement <triplet> Ukraine <subj> the most developed countries <obj> Engage In Material Cooperation,"['Make Public Statement', 'Engage In Material Cooperation']",2
1024,"Turkey expects Sweden, Finland to take ‘real’ steps to fight terrorism - Erdogan’s party.",<triplet> Turkey <subj> Sweden <obj> Demand <triplet> Turkey <subj> Finland <obj> Demand,"['Demand', 'Demand']",2
1025,"Ankara has previously stated that the memorandum signed with Finland and Sweden is not final, and the Turkish parliament may not approve the memorandum signed with Finland and Sweden if Sweden, Finland don’t comply with Sweden, Finland's obligations to counter terrorist organizations",<triplet> Ankara <subj> Finland <obj> Make Public Statement <triplet> Ankara <subj> Sweden <obj> Make Public Statement <triplet> the Turkish parliament <subj> Finland <obj> Threaten <triplet> the Turkish parliament <subj> Sweden <obj> Threaten,"['Make Public Statement', 'Make Public Statement', 'Threaten', 'Threaten']",4
1026,"As China tensions linger, Australia’s ties with world’s fifth-largest economy are flying high.",<triplet> Australia <subj> China <obj> Reduce Relations <triplet> Australia <subj> world’s fifth-largest economy <obj> Engage In Diplomatic Cooperation,"['Reduce Relations', 'Engage In Diplomatic Cooperation']",2
1027,Elon Musk says Twitter blue tick to be revamped.,<triplet> Elon Musk <subj> Twitter blue tick <obj> Make Public Statement,['Make Public Statement'],1
1028,Reports suggest Twitter blue tick could charge users almost $20 per month to be verified.,<triplet> Reports <subj> Twitter blue tick <obj> Make Public Statement,['Make Public Statement'],1
1029,"Egypt ready to meet part of Europe demand for natural gas, says minister.",<triplet> Egypt <subj> Europe <obj> Engage In Material Cooperation <triplet> minister <subj> Egypt <obj> Make Public Statement <triplet> minister <subj> Europe <obj> Make Public Statement,"['Engage In Material Cooperation', 'Make Public Statement', 'Make Public Statement']",3
1030,minister says that Egypt is ready to meet some of the demand for natural gas in Europe.,<triplet> minister <subj> Egypt <obj> Make Public Statement <triplet> minister <subj> Europe <obj> Make Public Statement <triplet> Europe <subj> Egypt <obj> Appeal,"['Make Public Statement', 'Make Public Statement', 'Appeal']",3
1031,"Efforts exerted over the past years have made of Egypt one of the solutions to the ongoing energy problem, minister said during the inauguration of the eighth “Egypt Oil and Gas Convention” earlier Sunday. …
The post Egypt ready to meet part of Europe demand for natural gas, says minister",<triplet> minister <subj> Egypt <obj> Make Public Statement,['Make Public Statement'],1
1032,Animal lovers were aghast after Palestinian mayor offered cash to anyone who killed stray dogs.,<triplet> Animal lovers <subj> Palestinian mayor <obj> Disapprove <triplet> Palestinian mayor <subj> anyone who killed stray dogs <obj> Express Intend to Cooperate,"['Disapprove', 'Express Intend to Cooperate']",2
1034," Russian President Vladimir Putin will not attend the G20 summit in Indonesia next week's, an Indonesian government official said Thursday, avoiding a possible confrontation with the United States and the United States's allies over Russian President Vladimir Putin's war in Ukraine.",<triplet> Russian President Vladimir Putin <subj> the G20 summit <obj> Reduce Relations <triplet> an Indonesian government official <subj> Russian President Vladimir Putin <obj> Make Public Statement <triplet> an Indonesian government official <subj> the G20 summit <obj> Make Public Statement <triplet> Russian President Vladimir Putin <subj> Ukraine <obj> Fight,"['Reduce Relations', 'Make Public Statement', 'Make Public Statement', 'Fight']",4
1035,"Facebook parent company Meta lays off 11,000 people.","<triplet> Facebook parent company Meta <subj> 11,000 people <obj> Reduce Relations",['Reduce Relations'],1
1036," Facebook parent company Meta is laying off 11,000 people, about 13 per cent of Facebook parent company Meta's workforce, as Facebook parent company Meta contends with faltering revenue and broader tech industry woes, CEO Mark Zuckerberg said in a letter to employees on Wednesday.","<triplet> CEO Mark Zuckerberg <subj> employees <obj> Make Public Statement <triplet> CEO Mark Zuckerberg <subj> as Facebook parent company Meta <obj> Make Public Statement <triplet> Facebook parent company Meta <subj> 11,000 people <obj> Reduce Relations","['Make Public Statement', 'Make Public Statement', 'Reduce Relations']",3
1037,"NATO to discuss increasing defense spending, supporting Ukraine in Vilnius in July.",<triplet> NATO <subj> Ukraine <obj> Provide Aid <triplet> NATO <subj> Vilnius <obj> Consult,"['Provide Aid', 'Consult']",2
1038,NATO last convened a summit in late June,<triplet> NATO <subj> a summit <obj> Consult,['Consult'],1
1039,Iran picks regime critic Sardar Azmoun as World Cup squads announced.,<triplet> Iran <subj> regime critic Sardar Azmoun <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1040,CNN  —  regime critic Sardar Azmoun has been picked in Iran's squad for the upcoming World Cup in Qatar despite public comments supporting anti-government protests.,<triplet> Iran's squad <subj> regime critic Sardar Azmoun <obj> Engage In Material Cooperation <triplet> regime critic Sardar Azmoun <subj> anti-government protests <obj> Engage In Diplomatic Cooperation,"['Engage In Material Cooperation', 'Engage In Diplomatic Cooperation']",2
1041,"US will support Ukraine “for as long as it takes,” says US Defense Secretary.",<triplet> US <subj> Ukraine <obj> Provide Aid <triplet> US Defense Secretary <subj> US <obj> Make Public Statement <triplet> US Defense Secretary <subj> Ukraine <obj> Make Public Statement,"['Provide Aid', 'Make Public Statement', 'Make Public Statement']",3
1042,"US is committed to supporting Kyiv “for as long as it takes,” said US Defense Secretary on Monday.",<triplet> US <subj> Kyiv <obj> Provide Aid <triplet> US Defense Secretary <subj> US <obj> Make Public Statement <triplet> US Defense Secretary <subj> Kyiv <obj> Make Public Statement,"['Provide Aid', 'Make Public Statement', 'Make Public Statement']",3
1043,"US Defense Secretary, answering a question on Ukraine from the media during a joint press conference in Jakarta with US Defense Secretary's Indonesian counterpart, said it is “hard to predict how things will evolve and on what timeline, but …
US will support Ukraine “for as long as it takes,” says US Defense Secretary appeared first on Egypt Independent.",<triplet> US Defense Secretary <subj> Jakarta <obj> Consult <triplet> US Defense Secretary's Indonesian counterpart <subj> Jakarta <obj> Consult,"['Consult', 'Consult']",2
1044,"Elon Musk's Twitter will tell employees by email on Friday about whether employees have been laid off, temporarily closing Elon Musk's Twitter's offices and preventing staff access, following a week of uncertainty about the company's future under Elon Musk's.",<triplet> Elon Musk's Twitter <subj> employees <obj> Reduce Relations,['Reduce Relations'],1
1045,Merkel says Merkel lacked power to influence Putin.,<triplet> Merkel <subj> Merkel <obj> Make Public Statement <triplet> Merkel <subj> Putin <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
1046,Swedish brothers charged as spies for Russia.,<triplet> Swedish brothers <subj> Russia <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1047,The men are suspected of passing information to Russia's military intelligence service over 10 years.,<triplet> The men <subj> Russia's military intelligence service <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1048,Argentine golf champion Ángel Cabrera convicted for the second time of assaulting a former partner.,<triplet> Argentine golf champion Ángel Cabrera <subj> a former partner <obj> Assault,['Assault'],1
1049," A Fla. judge was due to formally sentence Nikolas Cruz, the man who killed 17 students and staff with a semi-automatic rifle at Marjory Stoneman Douglas High School in Parkland, to life in prison on Wednesday.",<triplet> Nikolas Cruz <subj> 17 students <obj> Fight <triplet> Nikolas Cruz <subj> staff <obj> Fight <triplet> A Fla. judge <subj> Nikolas Cruz <obj> Coerce,"['Fight', 'Fight', 'Coerce']",3
1050,US Libertarian Party urges Washington to resolve issues with Russia diplomatically.,<triplet> US Libertarian Party <subj> Washington <obj> Appeal <triplet> US Libertarian Party <subj> Russia <obj> Appeal,"['Appeal', 'Appeal']",2
1051,Diana Toebbe: Harsher sentence for wife of spy convicted in US.,<triplet> US <subj> wife of spy <obj> Coerce,['Coerce'],1
1052,"A judge says Diana Toebbe probably ""drove"" a plot which saw Diana Toebbe's husband seek to sell nuclear secrets.",<triplet> A judge <subj> Diana Toebbe <obj> Make Public Statement <triplet> A judge <subj> Diana Toebbe's husband <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
1054,"""America's comeback starts right now,"" Trump told hundreds of supporters gathered in an ornate American flag-draped ballroom at Trump's palatial Mar-a-Lago residence in Florida.",<triplet> hundreds of supporters <subj> Trump <obj> Engage In Diplomatic Cooperation <triplet> Trump <subj> America <obj> Make Public Statement,"['Engage In Diplomatic Cooperation', 'Make Public Statement']",2
1055,Turkish president tells UN chief grain deal should be extended.,<triplet> Turkish president <subj> UN chief <obj> Make Public Statement,['Make Public Statement'],1
1056,The UN Secretary General thanked Turkish president for Turkish president's efforts to restore the work of the grain corridor,<triplet> Turkish president <subj> the grain corridor <obj> Engage In Diplomatic Cooperation <triplet> The UN Secretary General <subj> Turkish president <obj> Engage In Diplomatic Cooperation,"['Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation']",2
1057,China does not yet confirm Xi Jinping's participation in G20 summit — diplomat.,<triplet> China <subj> Xi Jinping <obj> Make Public Statement <triplet> China <subj> G20 summit <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
1058,Nasa expects humans to live on Moon this decade.,<triplet> Nasa <subj> humans <obj> Make Public Statement,['Make Public Statement'],1
1059,Poland’s Duda says missile’s fall was probably an accident.,<triplet> Poland’s Duda <subj> missile’s fall <obj> Make Public Statement,['Make Public Statement'],1
1061,Ukrainian ombudsman asks defense minister to re-accredit journalists working in Kherson.,<triplet> Ukrainian ombudsman <subj> defense minister <obj> Appeal,['Appeal'],1
1062,"Earlier, Ukrainian ombudsman lamented the insufficient cooperation between the authorities and the mass media",<triplet> Ukrainian ombudsman <subj> the authorities <obj> Make Public Statement <triplet> Ukrainian ombudsman <subj> the mass media <obj> Make Public Statement <triplet> the authorities <subj> the mass media <obj> Reduce Relations,"['Make Public Statement', 'Make Public Statement', 'Reduce Relations']",3
1063,"Turkey does not think Sweden, Finland meet conditions for NATO accession — statement.",<triplet> Turkey <subj> Sweden <obj> Disapprove <triplet> Turkey <subj> Finland <obj> Disapprove,"['Disapprove', 'Disapprove']",2
1064,"""Turkey has always advocated NATO expansion and strengthening,"" Cavusoglu underscored",<triplet> Turkey <subj> NATO expansion <obj> Engage In Diplomatic Cooperation <triplet> Cavusoglu <subj> Turkey <obj> Make Public Statement <triplet> Cavusoglu <subj> NATO expansion <obj> Make Public Statement,"['Engage In Diplomatic Cooperation', 'Make Public Statement', 'Make Public Statement']",3
1065,Afghan migrants beaten and illegally expelled by Turkish authorities.,<triplet> Turkish authorities <subj> Afghan migrants <obj> Assault,['Assault'],1
1067,"Turkish authorities are also deporting migrants to Afghanistan in growing numbers, according to disturbing new testimonies.",<triplet> Turkish authorities <subj> migrants <obj> Coerce,['Coerce'],1
1069,"On Thursday, Zelensky discussed G20 summit with Indonesian counterpart Joko Widodo by telephone",<triplet> Zelensky <subj> Indonesian counterpart Joko Widodo <obj> Consult,['Consult'],1
1070,'Truss phone hacked by Putin agents when she was foreign minister'.,<triplet> Putin agents <subj> Truss <obj> Coerce,['Coerce'],1
1071,US President Biden says 'we're gonna free Iran' as protests there go on.,<triplet> protests <subj> Iran <obj> Protest <triplet> US President Biden <subj> Iran <obj> Make Public Statement,"['Protest', 'Make Public Statement']",2
1072,"UK’s Sunak vows to use pragmatic approach in response to Russia’s, China’s actions.",<triplet> UK’s Sunak <subj> Russia <obj> Disapprove <triplet> UK’s Sunak <subj> China <obj> Disapprove,"['Disapprove', 'Disapprove']",2
1073,"UK’s Sunak disclosed that the British government will present an updated Integrated Review of UK’s security, defense and foreign policy issues amid the serious geopolitical changes","<triplet> UK’s Sunak <subj> the British government <obj> Make Public Statement <triplet> UK’s Sunak <subj> UK’s security, defense and foreign policy issues <obj> Make Public Statement","['Make Public Statement', 'Make Public Statement']",2
1074,Templeton’s Hasenstab exits Argentina bet after losing billions.,<triplet> Templeton’s Hasenstab <subj> Argentina <obj> Reduce Relations,['Reduce Relations'],1
1075,Ukraine's war: Letter bomb at Ukraine's Spain embassy injures employee.,<triplet> Letter bomb <subj> Ukraine's Spain embassy <obj> Assault <triplet> Letter bomb <subj> employee <obj> Assault,"['Assault', 'Assault']",2
1076,"Ex-Pakistan PM Khan was recovering in hospital Friday after a gunman shot Ex-Pakistan PM Khan in the leg, with Ex-Pakistan PM Khan's supporters vowing assassination bid will not derail Ex-Pakistan PM Khan's ""long march"" bid to return to power.",<triplet> Ex-Pakistan PM Khan's supporters <subj> Ex-Pakistan PM Khan <obj> Make Public Statement <triplet> gunman <subj> Ex-Pakistan PM Khan <obj> Assault,"['Make Public Statement', 'Assault']",2
1078,Turkey accuses Kurdish PKK over Istanbul bomb attack.,<triplet> Turkey <subj> Kurdish PKK <obj> Disapprove <triplet> Kurdish PKK <subj> Istanbul <obj> Assault,"['Disapprove', 'Assault']",2
1079,Biden says it is up to Ukraine to decide about possible territorial concessions.,<triplet> Biden <subj> Ukraine <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
1080,"Nothing about Ukraine without Ukraine, US President said",<triplet> US President <subj> Ukraine <obj> Make Public Statement,['Make Public Statement'],1
1081,Swedish prosecutor’s office confirms act of sabotage against Nord Stream.,<triplet> Swedish prosecutor’s office <subj> Nord Stream <obj> Make Public Statement,['Make Public Statement'],1
1082,"Preliminary analysis is continuing with the aim of producing more substantial conclusions about act of sabotage against Nord Stream, said prosecutor Mats Jjungqvist",<triplet> Preliminary analysis <subj> Nord Stream <obj> Investigate <triplet> prosecutor Mats Jjungqvist <subj> Preliminary analysis <obj> Make Public Statement <triplet> prosecutor Mats Jjungqvist <subj> Nord Stream <obj> Make Public Statement,"['Investigate', 'Make Public Statement', 'Make Public Statement']",3
1083,"Russia, Iran, Turkey also ""rejected all attempts to create new realities on the ground, including illegitimate self-rule initiatives, under the pretext of fighting terrorism""",<triplet> Russia <subj> illegitimate self-rule initiatives <obj> Reject <triplet> Iran <subj> illegitimate self-rule initiatives <obj> Reject <triplet> Turkey <subj> illegitimate self-rule initiatives <obj> Reject,"['Reject', 'Reject', 'Reject']",3
1084,EU seeks tribunal to investigate possible Russian war crimes in Ukraine.,<triplet> EU <subj> Russian war crimes <obj> Investigate <triplet> Russian war crimes <subj> Ukraine <obj> Fight,"['Investigate', 'Fight']",2
1086,"Ukraine urged NATO members Tuesday to speed up weapons deliveries and help restore Ukraine's shattered power grid, as Western allies vowed to bolster support to aid Kyiv through winter in the face of Russia's attacks.",<triplet> Ukraine <subj> NATO members <obj> Appeal <triplet> Western allies <subj> Kyiv <obj> Provide Aid <triplet> Russia <subj> Kyiv <obj> Fight,"['Appeal', 'Provide Aid', 'Fight']",3
1087,Putin tells residents of Ukraine's contested Kherson region to leave.,<triplet> Putin <subj> residents of Ukraine <obj> Appeal,['Appeal'],1
1088," Russian President Vladimir Putin publicly the latest sign of Russia's retreat in one of the most hotly contested areas in Ukraine the evacuation of civilians from parts of Ukraine's's southern Kherson region on Friday, the latest sign of Russia's retreat in one of the most hotly contested areas in Ukraine's.",<triplet> Russia's retreat <subj> one of the most hotly contested areas in Ukraine <obj> Yield <triplet> Russia's retreat <subj> one of the most hotly contested areas in Ukraine <obj> Yield,"['Yield', 'Yield']",2
1089,Police clash with protesters in capital Lima.,<triplet> protesters <subj> capital Lima <obj> Protest <triplet> Police <subj> protesters <obj> Assault,"['Protest', 'Assault']",2
1090,Riot teams fired tear gas as crowds of anti-government demonstrators marched in capital Lima and elsewhere.,<triplet> anti-government demonstrators <subj> capital Lima <obj> Protest,['Protest'],1
1091,"Macron to meet Biden in Washington for discussion over trade concerns, Ukraine war.",<triplet> Macron <subj> Biden <obj> Consult,['Consult'],1
1092,"French President Emmanuel Macron was set to meet Biden on Wednesday, at the start of a state visit highlighting the countries' strategic ties but also fears of a transatlantic trade war.",<triplet> French President Emmanuel Macron <subj> Biden <obj> Consult,['Consult'],1
1093,Associated Press fires reporter after ‘egregious’ Poland missile error.,<triplet> Associated Press <subj> reporter <obj> Reduce Relations <triplet> reporter <subj> Poland missile <obj> Make Public Statement,"['Reduce Relations', 'Make Public Statement']",2
1095,Netanyahu in lead after Israel vote.,<triplet> Israel vote <subj> Netanyahu <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
1096,"If the exit polls hold, it would mark a dramatic comeback for Netanyahu, Israel's longest-serving premier, whose Likud party could be poised to form a coalition with its ultra-Orthodox Jewish allies and a rising extreme-right.",<triplet> Likud party <subj> ultra-Orthodox Jewish allies <obj> Express Intend to Cooperate <triplet> Likud party <subj> a rising extreme-right <obj> Express Intend to Cooperate,"['Express Intend to Cooperate', 'Express Intend to Cooperate']",2
1097,US nudged Zelensky to soften preconditions for talks with Russia — Politico.,<triplet> US <subj> Zelensky <obj> Consult <triplet> Zelensky <subj> Russia <obj> Demand,"['Consult', 'Demand']",2
1098,"According to the paper, Zelensky made no mention of impossibility of talks with Putin when Zelensky listed five preconditions for talks with Moscow on Monday",<triplet> Zelensky <subj> Putin <obj> Make Public Statement <triplet> Zelensky <subj> Moscow <obj> Demand,"['Make Public Statement', 'Demand']",2
1099,India minister denigrates women for live-in relations.,<triplet> India minister <subj> women <obj> Disapprove,['Disapprove'],1
1100,India minister blamed live-in relationships for a murder case that has made headlines in India.,<triplet> India minister blamed <subj> live-in relationships <obj> Disapprove,['Disapprove'],1
1101,"Bomb attack on major Istanbul street kills six people, wounds dozens.",<triplet> Bomb attack <subj> major Istanbul street <obj> Assault <triplet> Bomb attack <subj> six people <obj> Assault <triplet> Bomb attack <subj> dozens <obj> Assault,"['Assault', 'Assault', 'Assault']",3
1102," A bomb rocked a bustling pedestrian avenue in the heart of Istanbul on Sunday, killing six people, wounding several dozen and leaving panicked people to flee Bomb attack on major Istanbul street or huddle in cafés and shops",<triplet> A bomb <subj> a bustling pedestrian avenue in the heart of Istanbul <obj> Assault,['Assault'],1
1103,"""IAEA inspectors have completed in-field verification activities at three locations in Ukraine at the request of the Ukrainian government - found no indications of undeclared nuclear activities and materials,"" IAEA said in a statement on Twitter",<triplet> IAEA <subj> Ukraine <obj> Make Public Statement <triplet> IAEA <subj> Ukrainian government <obj> Make Public Statement <triplet> IAEA inspectors <subj> Ukraine <obj> Investigate <triplet> Ukrainian government <subj> IAEA inspectors <obj> Appeal,"['Make Public Statement', 'Make Public Statement', 'Investigate', 'Appeal']",4
1105,"Xi also called on US to avoid the politicization of trade and economic relations and refrain from the practice of establishing trade barriers and trade and technology wars, as well as from steps geared towards destroying existing supply chains",<triplet> Xi <subj> US <obj> Appeal,['Appeal'],1
1106,German Government Nationalizes Gas Unit Seized From Gazprom.,<triplet> German Government <subj> Gazprom <obj> Coerce,['Coerce'],1
1108,"Russia Orders Withdrawal From Kherson City, in Potential Blow to War Effort.",<triplet> Russia <subj> Kherson City <obj> Yield,['Yield'],1
1109,But Ukraine’s military was not convinced Russia intended to fully withdraw.,<triplet> Ukraine’s military <subj> Russia <obj> Make Public Statement,['Make Public Statement'],1
1110,"Two Palestinians killed by Israeli forces, Palestinians say.",<triplet> Israeli forces <subj> Two Palestinians <obj> Fight <triplet> Palestinians <subj> Two Palestinians <obj> Make Public Statement <triplet> Palestinians <subj> Israeli forces <obj> Make Public Statement,"['Fight', 'Make Public Statement', 'Make Public Statement']",3
1111,U.S. accuses North Korea of supplying Russia with artillery for Ukraine war.,<triplet> U.S. <subj> North Korea <obj> Disapprove <triplet> North Korea <subj> Russia <obj> Engage In Material Cooperation,"['Disapprove', 'Engage In Material Cooperation']",2
1112," The White House on Wednesday accused North Korea of covertly shipping a ""significant number"" of artillery shells to Russia in support of Russia's invasion of Ukraine.",<triplet> North Korea <subj> Russia <obj> Engage In Material Cooperation <triplet> Russia <subj> Ukraine <obj> Fight <triplet> The White House <subj> North Korea <obj> Disapprove,"['Engage In Material Cooperation', 'Fight', 'Disapprove']",3
1113,Japan’s Chief Cabinet Secretary says protest voiced to North Korea due to missiles launch.,<triplet> Japan’s Chief Cabinet Secretary <subj> North Korea <obj> Protest,['Protest'],1
1114,Tokyo transmitted this information to North Korea through the embassy in Beijing,<triplet> Tokyo <subj> North Korea <obj> Protest <triplet> Tokyo <subj> the embassy in Beijing <obj> Consult,"['Protest', 'Consult']",2
1115,"Egyptian, Greek chiefs of staff discuss strategic cooperation.",<triplet> Egyptian <subj> Greek chiefs of staff <obj> Consult <triplet> Greek chiefs of staff <subj> Egyptian <obj> Consult,"['Consult', 'Consult']",2
1116,Chief of Staff of the Egyptian Armed Forces Lt. General Osama Askar had a meeting with Chief of the General Staff of the Greek Armed Forces Lieutenant General Konstantinos Floros to discuss strategic cooperation between the two sides.,<triplet> Chief of Staff of the Egyptian Armed Forces Lt. General Osama Askar <subj> Chief of the General Staff of the Greek Armed Forces Lieutenant General Konstantinos Floros <obj> Consult <triplet> Chief of the General Staff of the Greek Armed Forces Lieutenant General Konstantinos Floros <subj> Chief of Staff of the Egyptian Armed Forces Lt. General Osama Askar <obj> Consult,"['Consult', 'Consult']",2
1117,"Chief of the General Staff of the Greek Armed Forces Lieutenant General Konstantinos Floros and Chief of the General Staff of the Greek Armed Forces Lieutenant General Konstantinos Floros's accompanying delegation are currently paying an official visit to Egypt …
The post Egyptian, Greek chiefs of staff discuss strategic cooperation",<triplet> Chief of the General Staff of the Greek Armed Forces Lieutenant General Konstantinos Floros <subj> Egypt <obj> Consult <triplet> Chief of the General Staff of the Greek Armed Forces Lieutenant General Konstantinos Floros's accompanying delegation <subj> Egypt <obj> Consult,"['Consult', 'Consult']",2
1118,'US weighs sending 100-mile strike weapon to Ukraine'.,<triplet> US <subj> Ukraine <obj> Make Public Statement,['Make Public Statement'],1
1120,"US and allied military inventories are shrinking, and Ukraine faces an increasing need for more sophisticated weapons as the war drags on.",<triplet> Ukraine <subj> US <obj> Appeal <triplet> Ukraine <subj> allied military inventories <obj> Appeal,"['Appeal', 'Appeal']",2
1121,Kyiv residents forced to line up at ancient wells after Russia knocks out water.,<triplet> Russia <subj> Kyiv residents <obj> Coerce,['Coerce'],1
1122,The latest Russian missile barrage appeared aimed largely at depriving people not just of fresh tap water but of electricity and heat.,<triplet> The latest Russian missile barrage <subj> people <obj> Coerce,['Coerce'],1
1123,Ukraine war: Hope returns to Kherson after Russian forces leave.,<triplet> Russian forces <subj> Kherson <obj> Yield,['Yield'],1
1124,Kherson starts Kherson's long healing process - though Russian forces are only a few miles away.,<triplet> Russian forces <subj> Kherson <obj> Exhibit Military Posture,['Exhibit Military Posture'],1
1125,Biden asks voters to spurn Trump’s ‘big lie’ after Pelosi attack.,<triplet> Biden <subj> voters <obj> Appeal <triplet> Biden <subj> Trump <obj> Disapprove,"['Appeal', 'Disapprove']",2
1126,"""Biden appeal to all Americans, regardless of party, to meet this moment of national and generational importance.",<triplet> Biden <subj> all Americans <obj> Appeal,['Appeal'],1
1127,Andrew Forrest’s $740 million bet on Ukraine.,<triplet> Andrew Forrest <subj> Ukraine <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1128,Andrew Forrest’s's investment will be the first tranche of a $100 billion fund that has been described as Ukraine “Marshall Plan”.,<triplet> Andrew Forrest’s's investment <subj> Ukraine <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1129,Trudeau puts cash behind Indo-Pacific pledges during visit to Southeast Asia summit.,<triplet> Trudeau <subj> Indo-Pacific pledges <obj> Provide Aid <triplet> Trudeau <subj> Southeast Asia summit <obj> Consult,"['Provide Aid', 'Consult']",2
1130, Prime Minister Justin Trudeau promised $333 million in new funding for the ASEAN-group countries as Prime Minister Justin Trudeau took part in visit to Southeast Asia summit.,<triplet> Prime Minister Justin Trudeau <subj> Southeast Asia summit <obj> Consult <triplet> Prime Minister Justin Trudeau <subj> ASEAN-group countries <obj> Provide Aid,"['Consult', 'Provide Aid']",2
1131,"Poland will move quickly with investigation into missile incident, official says.",<triplet> Poland <subj> missile incident <obj> Investigate <triplet> official <subj> Poland <obj> Make Public Statement <triplet> official <subj> missile incident <obj> Make Public Statement,"['Investigate', 'Make Public Statement', 'Make Public Statement']",3
1132,"Poland will move quickly with Poland's investigation into the missile that landed on the village of Przewodow on Tuesday, official told CNN on Thursday.",<triplet> official <subj> Poland <obj> Make Public Statement <triplet> official <subj> the village of Przewodow <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
1133,"Michelle Obama's talks to BBC Breakfast about marriage, martinis and knitting.",<triplet> Michelle Obama <subj> BBC Breakfast <obj> Consult,['Consult'],1
1134,"Christchurch mosque terrorist carried out NZ’s worst ever terrorist attack, killing 50 people during Friday prayers.",<triplet> Christchurch mosque terrorist <subj> 50 people <obj> Assault,['Assault'],1
1135,Palestinian Assailant The attack 3 Israelis in West Bank,<triplet> 3 Israelis <subj> West Bank <obj> Fight,['Fight'],1
1136,Kamala Harris Promises Support and Denounces China During Philippines Visit.,<triplet> Kamala Harris <subj> China <obj> Disapprove <triplet> Kamala Harris <subj> Philippines <obj> Express Intend to Cooperate,"['Disapprove', 'Express Intend to Cooperate']",2
1137,"Kamala Harris accused China of “intimidation and coercion” in disputed waters, as the Biden administration seeks partners to counter China.",<triplet> Kamala Harris <subj> China <obj> Disapprove <triplet> the Biden administration <subj> partners <obj> Appeal <triplet> the Biden administration <subj> China <obj> Disapprove,"['Disapprove', 'Appeal', 'Disapprove']",3
1138,Elon Musk says Twitter will offer 'amnesty' to suspended accounts.,<triplet> Elon Musk <subj> Twitter <obj> Make Public Statement,['Make Public Statement'],1
1139,Several accounts - including Donald Trump's - have already been reinstated by the multi-billionaire.,<triplet> the multi-billionaire <subj> Donald Trump <obj> Yield,['Yield'],1
1140,NATO and Poland Say Deadly Blast Was Likely Unintentional.,<triplet> NATO <subj> Deadly Blast <obj> Make Public Statement <triplet> Poland <subj> Deadly Blast <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
1142,Russia halts deal over Ukraine Black Sea grain exports after drone attacks.,<triplet> Russia <subj> Ukraine Black Sea grain exports <obj> Reduce Relations,['Reduce Relations'],1
1143,"Russia told U.N. Secretary General Antonio Guterres in a letter that Russia was suspending deal over Ukraine Black Sea grain exports for an ""indefinite term"" because Russia could not ""guarantee ...",<triplet> Russia <subj> U.N. Secretary General Antonio Guterres <obj> Make Public Statement <triplet> Russia <subj> Ukraine Black Sea grain exports <obj> Reduce Relations,"['Make Public Statement', 'Reduce Relations']",2
1144,Conditions not yet ripe for Assad-Erdogan meeting — Russian envoy.,<triplet> Russian envoy <subj> Assad <obj> Make Public Statement <triplet> Russian envoy <subj> Erdogan <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
1145,It is noted that communication between Turkey and Syria continues through special services,<triplet> special services <subj> Turkey <obj> Consult <triplet> special services <subj> Syria <obj> Consult,"['Consult', 'Consult']",2
