,paper,title,summ,authors,full_text,date,date_time,article_id,coref_text
308,jt,"COVID-19 tied to higher risk of deadly blood clots, large study finds",The findings are yet another sign of the hidden dangers of the virus that can result even from mild cases.,Jason Gale,"COVID-19 tied to higher risk of deadly blood clots, large study finds. The findings are yet another sign of the hidden dangers of the virus that can result even from mild cases.",2022-10-25,2022-10-25 01:56:47,308,"COVID-19 tied to higher risk of deadly blood clots, large study finds. The findings are yet another sign of the hidden dangers of the virus that can result even from mild cases."
309,jt,U.K.’s Rishi Sunak to become PM after rivals quit leadership race,"Just weeks after failing in a first attempt to lead the ruling Tories, Sunak has capped a stunning reversal in fortunes.",No Author,"U.K.’s Rishi Sunak to become PM after rivals quit leadership race. Just weeks after failing in a first attempt to lead the ruling Tories, Sunak has capped a stunning reversal in fortunes.",2022-10-24,2022-10-24 13:13:36,309,"U.K.’s Rishi Sunak to become PM after rivals quit leadership race. Just weeks after failing in a first attempt to lead the ruling Tories, U.K.’s Rishi Sunak has capped a stunning reversal in fortunes."
310,jt,Ukraine slams Russia’s ‘dirty bomb’ claims as dangerous lies,Western allies warned Moscow against using any pretext for escalating the conflict.,No Author,Ukraine slams Russia’s ‘dirty bomb’ claims as dangerous lies. Western allies warned Moscow against using any pretext for escalating the conflict.,2022-10-24,2022-10-24 03:32:01,310,Ukraine slams Russia’s ‘dirty bomb’ claims as dangerous lies. Western allies warned Russia’s against using any pretext for escalating the conflict.
311,jt,"Fossil fuel profits can easily cover climate losses, report says","Economic losses in climate-vulnerable countries have totaled more than half a trillion dollars, yet the fossil fuel industry’s profits were enough to counterbalance that several ...",John Ainger,"Fossil fuel profits can easily cover climate losses, report says. Economic losses in climate-vulnerable countries have totaled more than half a trillion dollars, yet the fossil fuel industry’s profits were enough to counterbalance that several ...",2022-10-24,2022-10-24 02:39:16,311,"Fossil fuel profits can easily cover climate losses, report says. Economic losses in climate-vulnerable countries have totaled more than half a trillion dollars, yet the fossil fuel industry’s profits were enough to counterbalance that several ..."
312,jt,COP27 climate summit is heading for a geopolitical hurricane,"As Egypt prepares to stage the climate summit early next month, the geopolitical context that shapes all international diplomacy has gone from tense to precarious.",Marc Champion,"COP27 climate summit is heading for a geopolitical hurricane. As Egypt prepares to stage the climate summit early next month, the geopolitical context that shapes all international diplomacy has gone from tense to precarious.",2022-10-24,2022-10-24 02:16:58,312,"COP27 climate summit is heading for a geopolitical hurricane. As Egypt prepares to stage the climate summit early next month, the geopolitical context that shapes all international diplomacy has gone from tense to precarious."
313,jt,Iran’s top nuclear agency says its email servers were hacked,The announcement comes after a group called Black Reward claimed on Friday that it had hacked Iran's atomic energy agency as part of a campaign ...,No Author,Iran’s top nuclear agency says its email servers were hacked. The announcement comes after a group called Black Reward claimed on Friday that it had hacked Iran's atomic energy agency as part of a campaign ...,2022-10-23,2022-10-23 12:18:18,313,Iran’s top nuclear agency The announcement Iran’s top nuclear agency's email servers were hacked. The announcement comes after a group called Black Reward claimed on Friday that a group called Black Reward had hacked Iran’s's atomic energy agency as part of a campaign ...
314,jt,Boris Johnson battling for comeback bid as Rishi Sunak enters U.K. PM race,Johnson was fighting for support to make a shock return as Britain's prime minister after prominent Tory right-wing figures coalesced around former finance chief Sunak.,No Author,Boris Johnson battling for comeback bid as Rishi Sunak enters U.K. PM race. Johnson was fighting for support to make a shock return as Britain's prime minister after prominent Tory right-wing figures coalesced around former finance chief Sunak.,2022-10-23,2022-10-23 11:59:21,314,Boris Johnson battling for comeback bid as Rishi Sunak enters U.K. PM race. Boris Johnson was fighting for support to make a shock return as Britain's prime minister after prominent Tory right-wing figures coalesced around Rishi Sunak.
315,it,Explainer: Israeli election could yield familiar outcome,"Netanyahu has been campaigning while standing trial on corruption charges. As Israel’s opposition leader, he has portrayed himself as the victim of a political witch hunt and promised to reform a legal system he sees as profoundly biased against him. His main opponent, caretaker Prime Minister Yair Lapid, is marketing himself as a voice of decency and national unity.",not mentioned in feed,"Explainer: Israeli election could yield familiar outcome. Netanyahu has been campaigning while standing trial on corruption charges. As Israel’s opposition leader, he has portrayed himself as the victim of a political witch hunt and promised to reform a legal system he sees as profoundly biased against him. His main opponent, caretaker Prime Minister Yair Lapid, is marketing himself as a voice of decency and national unity.",2022-10-27,2022-10-27 05:54:30,315,"Explainer: Israeli election could yield familiar outcome. Netanyahu has been campaigning while standing trial on corruption charges. As Israel’s opposition leader, Netanyahu has portrayed Netanyahu as the victim of a political witch hunt and promised to reform a legal system Netanyahu sees as profoundly biased against Netanyahu. Netanyahu's main opponent, caretaker Prime Minister Yair Lapid, is marketing His main opponent, caretaker Prime Minister Yair Lapid as a voice of decency and national unity."
316,it,Xi Jinping says willing to work with US for mutual benefit,"As major powers, China and the United States should strengthen communication and cooperation to help provide stability to the world, Xi said in a message to an event of the National Committee on U.S.-China Relations. The two countries have been at odds over China's policy towards Taiwan, China's relationship with Russia and more recently, U.S. efforts to prevent its semiconductor companies selling technology to Chinese companies.",not mentioned in feed,"Xi Jinping says willing to work with US for mutual benefit. As major powers, China and the United States should strengthen communication and cooperation to help provide stability to the world, Xi said in a message to an event of the National Committee on U.S.-China Relations. The two countries have been at odds over China's policy towards Taiwan, China's relationship with Russia and more recently, U.S. efforts to prevent its semiconductor companies selling technology to Chinese companies.",2022-10-27,2022-10-27 04:54:19,316,"Xi Jinping says willing to work with US for mutual benefit. As major powers, China and US should strengthen communication and cooperation to help provide stability to the world, Xi Jinping said in a message to an event of the National Committee on U.S.-China Relations. China and the United States have been at odds over China's policy towards Taiwan, China's relationship with Russia and more recently, U.S. efforts to prevent China's semiconductor companies selling technology to Chinese companies."
317,it,Ten ways China has changed under Xi Jinping,,not mentioned in feed,Ten ways China has changed under Xi Jinping. ,2022-10-27,2022-10-27 04:00:04,317,Ten ways China has changed under Xi Jinping. 
318,it,Chinese cities tighten curbs against widening Covid outbreaks,"China on Thursday reported a third straight day of more than 1,000 new Covid cases nationwide, a modest tally compared with the tens of thousands per day that sent Shanghai into a full-blown lockdown earlier this year but enough to trigger more curbs and restrictions across the country.",not mentioned in feed,"Chinese cities tighten curbs against widening Covid outbreaks. China on Thursday reported a third straight day of more than 1,000 new Covid cases nationwide, a modest tally compared with the tens of thousands per day that sent Shanghai into a full-blown lockdown earlier this year but enough to trigger more curbs and restrictions across the country.",2022-10-27,2022-10-27 03:37:16,318,"Chinese cities tighten curbs against widening Covid outbreaks. China on Thursday reported a third straight day of more than 1,000 new Covid cases nationwide, a modest tally compared with the tens of thousands per day that sent Shanghai into a full-blown lockdown earlier this year but enough to trigger more curbs and restrictions across China."
319,it,US secy of state Blinken hosts in-person Diwali reception at State Dept,"US secretary of state Antony Blinken on Wednesday hosted in-person Diwali reception following a gap of two years due to the Covid-19 pandemic. This event, which follows the White House's biggest Diwali event on Monday, received guests from the diplomatic and religious communities, from the private sector and from all across civil society.",not mentioned in feed,"US secy of state Blinken hosts in-person Diwali reception at State Dept. US secretary of state Antony Blinken on Wednesday hosted in-person Diwali reception following a gap of two years due to the Covid-19 pandemic. This event, which follows the White House's biggest Diwali event on Monday, received guests from the diplomatic and religious communities, from the private sector and from all across civil society.",2022-10-27,2022-10-27 03:27:19,319,"US secy of state Blinken hosts in-person Diwali reception at State Dept. US secy of state Blinken on Wednesday hosted in-person Diwali reception at State Dept following a gap of two years due to the Covid-19 pandemic. in-person Diwali reception at State Dept, received guests from the diplomatic and religious communities, from the private sector and from all across civil society."
320,it,Iran security forces 'open fire' as thousands mourn Mahsa Amini,,not mentioned in feed,Iran security forces 'open fire' as thousands mourn Mahsa Amini. ,2022-10-27,2022-10-27 03:16:26,320,Iran security forces 'open fire' as thousands mourn Mahsa Amini. 
321,it,High-profile Australian rape case abruptly ends in mistrial,"Brittany Higgins, 27, alleged that former conservative staffer Bruce Lehrmann, 27, raped her on a couch inside the parliamentary office of a government minister following a night of heavy drinking in March 2019.",not mentioned in feed,"High-profile Australian rape case abruptly ends in mistrial. Brittany Higgins, 27, alleged that former conservative staffer Bruce Lehrmann, 27, raped her on a couch inside the parliamentary office of a government minister following a night of heavy drinking in March 2019.",2022-10-27,2022-10-27 02:57:33,321,"High-profile Australian rape case abruptly ends in mistrial. Brittany Higgins, 27, alleged that former conservative staffer Bruce Lehrmann, 27, raped Brittany Higgins, 27, on a couch inside the parliamentary office of a government minister following a night of heavy drinking in March 2019."
322,it,'Kill everyone': Russian violence in Ukraine was strategic,"Soldiers providing security peered from behind fences, their guns bristling in every direction. Two Ka-52 Alligator attack helicopters circled overhead, providing additional cover for Col. Gen. Alexander Chaiko as he escorted an aid convoy in March from the schoolhouse on Tsentralna street that Russian officers commandeered as a headquarters.",not mentioned in feed,"'Kill everyone': Russian violence in Ukraine was strategic. Soldiers providing security peered from behind fences, their guns bristling in every direction. Two Ka-52 Alligator attack helicopters circled overhead, providing additional cover for Col. Gen. Alexander Chaiko as he escorted an aid convoy in March from the schoolhouse on Tsentralna street that Russian officers commandeered as a headquarters.",2022-10-27,2022-10-26 19:56:52,322,"'Kill everyone': Russian violence in Ukraine was strategic. Soldiers providing security peered from behind fences, Soldiers providing security's guns bristling in every direction. Two Ka-52 Alligator attack helicopters circled overhead, providing additional cover for Col. Gen. Alexander Chaiko as Col. Gen. Alexander Chaiko escorted an aid convoy in March from the schoolhouse on Tsentralna street that Russian officers commandeered as a headquarters."
323,it,China's Xi knows we are not seeking conflict: Joe Biden,"Biden said the United States would continue to lead ona number of issues, from Russia's aggression in Ukraine to climate change to the Indo-Pacific region. ""We do not seek conflict with them,"" he said of the Chinese.",not mentioned in feed,"China's Xi knows we are not seeking conflict: Joe Biden. Biden said the United States would continue to lead ona number of issues, from Russia's aggression in Ukraine to climate change to the Indo-Pacific region. ""We do not seek conflict with them,"" he said of the Chinese.",2022-10-27,2022-10-26 19:53:14,323,"China's Xi knows China's are not seeking conflict: Joe Biden. Joe Biden said China's would continue to lead ona number of issues, from Russia's aggression in Ukraine to climate change to the Indo-Pacific region. ""China's do not seek conflict with China's,"" Joe Biden said of China's."
324,it,Mehbooba sent final notice to vacate CM bungalow,,not mentioned in feed,Mehbooba sent final notice to vacate CM bungalow. ,2022-10-27,2022-10-26 19:41:16,324,Mehbooba sent final notice to vacate CM bungalow. 
325,it,"Infiltration bid foiled along LoC in Kupwara, one killed: Army","As per intelligence agencies, the slain terrorist was identified as Mohammed Shakur (32) from Pakistan’s Syedpura. For the past three decades, Pakistani youth have been used as cannon fodder with the fruitless aim to constantly disrupt progress towards collective peace, a Srinagar-based defence spokesperson said.",not mentioned in feed,"Infiltration bid foiled along LoC in Kupwara, one killed: Army. As per intelligence agencies, the slain terrorist was identified as Mohammed Shakur (32) from Pakistan’s Syedpura. For the past three decades, Pakistani youth have been used as cannon fodder with the fruitless aim to constantly disrupt progress towards collective peace, a Srinagar-based defence spokesperson said.",2022-10-27,2022-10-26 19:35:11,325,"Infiltration bid foiled along LoC in Kupwara, the slain terrorist killed: Army. As per intelligence agencies, the slain terrorist was identified as the slain terrorist. For the past three decades, Pakistani youth have been used as cannon fodder with the fruitless aim to constantly disrupt progress towards collective peace, a Srinagar-based defence spokesperson said."
326,it,"Perfectly legal for UK PM to have Indian wife, expert says","The prime minister is, by convention, an MP who leads the largest party in the House of Commons and has to be chosen by the King. Sunak was asked to form a government by the King on Tuesday and his party has a majority in the House of Commons.",not mentioned in feed,"Perfectly legal for UK PM to have Indian wife, expert says. The prime minister is, by convention, an MP who leads the largest party in the House of Commons and has to be chosen by the King. Sunak was asked to form a government by the King on Tuesday and his party has a majority in the House of Commons.",2022-10-27,2022-10-26 19:25:06,326,"Perfectly legal for UK PM to have Indian wife, expert says. The prime minister is, by convention, an MP who leads the largest party in the House of Commons and has to be chosen by the King. Sunak was asked to form a government by the King on Tuesday and Sunak's party has a majority in the House of Commons."
327,it,"Rishi Sunak tears into Labour at first PMQs, fends off attacks on his wife and wealth","Starmer, leader of the Labour party, began by saying: “The first British Asian prime minister is a significant moment in our national story and it is a reminder that for all the challenges we face as a country, Britain is a place where people of all races and beliefs can fulfil their dreams. That is not true in every country.”",not mentioned in feed,"Rishi Sunak tears into Labour at first PMQs, fends off attacks on his wife and wealth. Starmer, leader of the Labour party, began by saying: “The first British Asian prime minister is a significant moment in our national story and it is a reminder that for all the challenges we face as a country, Britain is a place where people of all races and beliefs can fulfil their dreams. That is not true in every country.”",2022-10-27,2022-10-26 19:16:14,327,"Rishi Sunak tears into Labour at first PMQs, fends off attacks on Rishi Sunak's wife and wealth. Starmer, leader of the Labour party, began by saying: “The first British Asian prime minister is a significant moment in Britain's national story and The first British Asian prime minister is a reminder that for all the challenges Britain face as a country, Britain is a place where people of all races and beliefs can fulfil people of all races and beliefs's dreams. That is not true in every country.”"
328,it,Pakistan security overdrive as Imran Khan plans 8-day ‘freedom’ march to capital,"Pakistan Tehreek-i-Insaf's Asad Umar, a former minister, said Imran and his supporters would cover nearly 400km in a week.Former PM and Pakistan Muslim League-Nawaz (PML-N) chief Nawaz Sharif alleged that the proposed long march was meant to create a situation where the next army chief would be of Imran's choosing rather than any noble goal.",not mentioned in feed,"Pakistan security overdrive as Imran Khan plans 8-day ‘freedom’ march to capital. Pakistan Tehreek-i-Insaf's Asad Umar, a former minister, said Imran and his supporters would cover nearly 400km in a week.Former PM and Pakistan Muslim League-Nawaz (PML-N) chief Nawaz Sharif alleged that the proposed long march was meant to create a situation where the next army chief would be of Imran's choosing rather than any noble goal.",2022-10-27,2022-10-26 19:09:25,328,"Pakistan security overdrive as Imran Khan plans 8-day ‘freedom’ march to capital. Pakistan Tehreek-i-Insaf's Asad Umar, a former minister, said Imran Khan and Imran Khan's supporters would cover nearly 400km in a week.Former PM and Pakistan Muslim League-Nawaz (PML-N) chief Nawaz Sharif alleged that 8-day ‘freedom’ march to capital was meant to create a situation where the next army chief would be of Imran Khan's choosing rather than any noble goal."
329,it,"Indians, Khalistani supporters clash in Canadian city on Diwali night","The police said they received reports that the fight had broken out at a local parking lot, adding that paramedics assessed one male patient at the scene. In its latest update on Tuesday, the police said there was a ""large gathering of people"" who were ""yelling"" and ""screaming"", but there was ""no large fight.""",not mentioned in feed,"Indians, Khalistani supporters clash in Canadian city on Diwali night. The police said they received reports that the fight had broken out at a local parking lot, adding that paramedics assessed one male patient at the scene. In its latest update on Tuesday, the police said there was a ""large gathering of people"" who were ""yelling"" and ""screaming"", but there was ""no large fight.""",2022-10-27,2022-10-26 18:39:27,329,"Indians, Khalistani supporters the fight in Canadian city on Diwali night. The police said The police received reports that the fight had broken out at a local parking lot, adding that paramedics assessed one male patient at the scene. In The police's latest update on Tuesday, The police said there was a ""large gathering of people"" who were ""yelling"" and ""screaming"", but there was ""no large fight."""
330,it,Is UK leader Rishi Sunak too rich to rule in tough times?,,not mentioned in feed,Is UK leader Rishi Sunak too rich to rule in tough times?. ,2022-10-26,2022-10-26 17:48:57,330,Is UK leader Rishi Sunak too rich to rule in tough times?. 
331,it,UN weather agency: Greenhouse gases reach new record in 2021,"The three main greenhouse gases hit record high levels in the atmosphere last year, the UN weather agency said Wednesday, calling it an “ominous” sign as war in Ukraine, rising costs of food and fuel, and other worries have elbowed in on longtime concerns about global warming in recent months.“More bad news for the planet,” the World Meteorological Organization said in a statement along with its latest annual Greenhouse Gas Bulletin.",not mentioned in feed,"UN weather agency: Greenhouse gases reach new record in 2021. The three main greenhouse gases hit record high levels in the atmosphere last year, the UN weather agency said Wednesday, calling it an “ominous” sign as war in Ukraine, rising costs of food and fuel, and other worries have elbowed in on longtime concerns about global warming in recent months.“More bad news for the planet,” the World Meteorological Organization said in a statement along with its latest annual Greenhouse Gas Bulletin.",2022-10-26,2022-10-26 17:31:39,331,"UN weather agency: Greenhouse gases reach new record in 2021. Greenhouse gases hit record high levels in the atmosphere last year, UN weather agency said Wednesday, calling it an “ominous” sign as war in Ukraine, rising costs of food and fuel, and other worries have elbowed in on longtime concerns about global warming in recent months.“More bad news for the planet,” UN weather agency said in a statement along with UN weather agency's latest annual Greenhouse Gas Bulletin."
332,it,"Russians dig in to defend key city of Kherson, Ukrainian forces say",,not mentioned in feed,"Russians dig in to defend key city of Kherson, Ukrainian forces say. ",2022-10-26,2022-10-26 17:16:02,332,"Russians dig in to defend key city of Kherson, Ukrainian forces say. "
333,it,UK PM Rishi Sunak responds to opposition criticism over Braverman's return as home secretary,"UK Prime Minister Rishi Sunak on Wednesday came out in staunch defence of Suella Braverman after bringing her back as the home secretary in his cabinet. On the issue of the re-appointment of Braverman as home secretary, Sunak said she made ""an error of judgement,"" but she had recognised that.",not mentioned in feed,"UK PM Rishi Sunak responds to opposition criticism over Braverman's return as home secretary. UK Prime Minister Rishi Sunak on Wednesday came out in staunch defence of Suella Braverman after bringing her back as the home secretary in his cabinet. On the issue of the re-appointment of Braverman as home secretary, Sunak said she made ""an error of judgement,"" but she had recognised that.",2022-10-26,2022-10-26 15:27:01,333,"UK PM Rishi Sunak responds to opposition criticism over Braverman's return as home secretary. Rishi Sunak on Wednesday came out in staunch defence of Braverman's after the re-appointment of Braverman as home secretary Braverman's back as the home secretary in Rishi Sunak's cabinet. On the issue of the re-appointment of Braverman's as home secretary, Rishi Sunak said Rishi Sunak made ""an error of judgement,"" but Rishi Sunak had recognised that."
334,it,"Biden mispronounces British PM Rishi Sunak's name, triggers memes","At the Diwali reception on Monday, Biden took the opportunity to congratulate Prime Minister Sunak on his 'groundbreaking achievement' of becoming the first Asian premier of the UK. He, however, mispronounced Sunak's name to his mainly Indian-American audience, adding a 'd' to the end of Rishi's first name and rhyming his surname with a Chinook helicopter.",not mentioned in feed,"Biden mispronounces British PM Rishi Sunak's name, triggers memes. At the Diwali reception on Monday, Biden took the opportunity to congratulate Prime Minister Sunak on his 'groundbreaking achievement' of becoming the first Asian premier of the UK. He, however, mispronounced Sunak's name to his mainly Indian-American audience, adding a 'd' to the end of Rishi's first name and rhyming his surname with a Chinook helicopter.",2022-10-26,2022-10-26 14:53:54,334,"Biden mispronounces British PM Rishi Sunak's name, triggers memes. At the Diwali reception on Monday, Biden took the opportunity to congratulate British PM Rishi Sunak's on British PM Rishi Sunak's's 'groundbreaking achievement' of becoming the first Asian premier of the UK. Biden, however, mispronounced British PM Rishi Sunak's's name to Biden's mainly Indian-American audience, adding a 'd' to the end of British PM Rishi Sunak's's first name and rhyming British PM Rishi Sunak's's surname with a Chinook helicopter."
335,independent,Kremlin admits Russian army is experiencing issues with equipment,"The Kremlin admitted on Wednesday that the Russian army is experiencing issues with equipment, echoing comments from Russian President Vladimir Putin earlier in the week. “You have all heard the president’s remarks [at the meeting of the Coordination Council]. Indeed, there were issues with the equipment,” Kremlin spokesperson Dmitry Peskov told reporters. According to Peskov, some …
The post Kremlin admits Russian army is experiencing issues with equipment appeared first on Egypt Independent.",CNN,"Kremlin admits Russian army is experiencing issues with equipment. The Kremlin admitted on Wednesday that the Russian army is experiencing issues with equipment, echoing comments from Russian President Vladimir Putin earlier in the week. “You have all heard the president’s remarks [at the meeting of the Coordination Council]. Indeed, there were issues with the equipment,” Kremlin spokesperson Dmitry Peskov told reporters. According to Peskov, some …
The post Kremlin admits Russian army is experiencing issues with equipment appeared first on Egypt Independent.",2022-10-26,2022-10-26 14:12:16,335,"Kremlin admits Russian army is experiencing issues with equipment. Kremlin admitted on Wednesday that Russian army is experiencing issues with equipment, echoing comments from Russian President Vladimir Putin earlier in the week. “You have all heard Russian President Vladimir Putin remarks [at the meeting of the Coordination Council]. Indeed, there were issues with the equipment,” Kremlin spokesperson Dmitry Peskov told reporters. According to Kremlin spokesperson Dmitry Peskov, some …
The post Kremlin admits Russian army is experiencing issues with equipment appeared first on Egypt Independent."
336,independent,Body of American killed in Ukraine returned to Ukrainian custody by Russian military,"The body of an American man killed in August while fighting alongside the Ukrainian military has been returned to Ukrainian custody by the Russian military. A CNN team witnessed the transfer in the Zaporizhzhia region on Wednesday. The American is 24-year-old Joshua Jones, who was killed in August. The US State Department has informed Jones’ family about …
The post Body of American killed in Ukraine returned to Ukrainian custody by Russian military appeared first on Egypt Independent.",CNN,"Body of American killed in Ukraine returned to Ukrainian custody by Russian military. The body of an American man killed in August while fighting alongside the Ukrainian military has been returned to Ukrainian custody by the Russian military. A CNN team witnessed the transfer in the Zaporizhzhia region on Wednesday. The American is 24-year-old Joshua Jones, who was killed in August. The US State Department has informed Jones’ family about …
The post Body of American killed in Ukraine returned to Ukrainian custody by Russian military appeared first on Egypt Independent.",2022-10-26,2022-10-26 14:09:41,336,"Body of American killed in Ukraine the transfer to Ukrainian custody by Russian military. The body of an American man killed in August while fighting alongside the Ukrainian military has been the transfer to Ukrainian custody by Russian military. A CNN team witnessed the transfer in the Zaporizhzhia region on Wednesday. an American man killed in August while fighting alongside the Ukrainian military is 24-year-old Joshua Jones, who was killed in August. The US State Department has informed 24-year-old Joshua Jones, who was killed in August's family about …
The post Body of American killed in Ukraine returned to Ukrainian custody by Russian military appeared first on Egypt Independent."
337,independent,"International Space Station swerves to avoid Russian space debris, NASA says","The International Space Station fired its thrusters to maneuver out of the way of a piece of oncoming Russian space junk, NASA said late Monday. The space agency said in a news release that the ISS conducted a five minute, five second burn to avoid a fragment of Russia’s Cosmos 1408 satellite, which the country …
The post International Space Station swerves to avoid Russian space debris, NASA says appeared first on Egypt Independent.",CNN,"International Space Station swerves to avoid Russian space debris, NASA says. The International Space Station fired its thrusters to maneuver out of the way of a piece of oncoming Russian space junk, NASA said late Monday. The space agency said in a news release that the ISS conducted a five minute, five second burn to avoid a fragment of Russia’s Cosmos 1408 satellite, which the country …
The post International Space Station swerves to avoid Russian space debris, NASA says appeared first on Egypt Independent.",2022-10-26,2022-10-26 13:37:22,337,"International Space Station swerves to avoid Russian space debris, NASA says. International Space Station fired International Space Station's thrusters to maneuver out of the way of a piece of oncoming Russian space junk, NASA said late Monday. NASA said in a news release that International Space Station conducted a five minute, five second burn to avoid a fragment of Russia’s Cosmos 1408 satellite, which Russia’s …
International Space Station swerves to avoid Russian space debris, NASA says appeared first on Egypt Independent."
338,independent,US dollar exchange rate rises on Wednesday,"The exchange rate of the US dollar rose against the Egyptian pound, Wednesday, October 26, 2022, by two piasters, as the highest price for selling reached LE19.75 and for purchase LE19.72, while the lowest price for selling was LE19.71 and for purchase LE19.65. The exchange rate of the US dollar against the pound in Egyptian …
The post US dollar exchange rate rises on Wednesday appeared first on Egypt Independent.",Egypt Independent,"US dollar exchange rate rises on Wednesday. The exchange rate of the US dollar rose against the Egyptian pound, Wednesday, October 26, 2022, by two piasters, as the highest price for selling reached LE19.75 and for purchase LE19.72, while the lowest price for selling was LE19.71 and for purchase LE19.65. The exchange rate of the US dollar against the pound in Egyptian …
The post US dollar exchange rate rises on Wednesday appeared first on Egypt Independent.",2022-10-26,2022-10-26 13:35:21,338,"US dollar exchange rate rises on Wednesday. The exchange rate of US dollar rose against the Egyptian pound, Wednesday, by two piasters, as the highest price for selling reached LE19.75 and for purchase LE19.72, while the lowest price for selling was LE19.71 and for purchase LE19.65. The exchange rate of US dollar against the Egyptian pound in Egyptian …
The post US dollar exchange rate rises on Wednesday appeared first on Egypt Independent."
339,independent,YouTube rolls out new features and an updated look,"YouTube is rolling out what it calls a “small makeover” with a handful of new features and design changes intended to make watching videos on the platform a better experience. In a blog post published Monday, the company said it’s adding new tools inspired by feedback from its YouTube creator community and viewers. Perhaps the …
The post YouTube rolls out new features and an updated look appeared first on Egypt Independent.",CNN,"YouTube rolls out new features and an updated look. YouTube is rolling out what it calls a “small makeover” with a handful of new features and design changes intended to make watching videos on the platform a better experience. In a blog post published Monday, the company said it’s adding new tools inspired by feedback from its YouTube creator community and viewers. Perhaps the …
The post YouTube rolls out new features and an updated look appeared first on Egypt Independent.",2022-10-26,2022-10-26 13:33:38,339,"YouTube rolls out new features and an updated look. YouTube is rolling out what YouTube calls a “small makeover” with a handful of new features and design changes intended to make watching videos on YouTube a better experience. In a blog post published Monday, YouTube said YouTube’s adding new tools inspired by feedback from YouTube's YouTube creator community and viewers. Perhaps the …
The post YouTube rolls out new features and an updated look appeared first on Egypt Independent."
340,independent,UAE tops countries sending foreign direct investment flows to Egypt: PM,"In the fiscal year 2021-2022, the UAE ranked first among the countries sending foreign direct investment flows to Egypt, with an estimated share of 29 percent of the total foreign direct investment flowing to Egypt during that period.   72 percent of the total Arab foreign direct investment flowing to Egypt during the same period, …
The post UAE tops countries sending foreign direct investment flows to Egypt: PM appeared first on Egypt Independent.",Al-Masry Al-Youm,"UAE tops countries sending foreign direct investment flows to Egypt: PM. In the fiscal year 2021-2022, the UAE ranked first among the countries sending foreign direct investment flows to Egypt, with an estimated share of 29 percent of the total foreign direct investment flowing to Egypt during that period.   72 percent of the total Arab foreign direct investment flowing to Egypt during the same period, …
The post UAE tops countries sending foreign direct investment flows to Egypt: PM appeared first on Egypt Independent.",2022-10-26,2022-10-26 12:18:28,340,"UAE tops countries sending foreign direct investment flows to Egypt: PM. In the fiscal year 2021-2022, UAE ranked first among the countries sending foreign direct investment flows to Egypt, with an estimated share of 29 percent of the total foreign direct investment flowing to Egypt during the fiscal year 2021-2022.   72 percent of the total Arab foreign direct investment flowing to Egypt during the same period, …
The post UAE tops countries sending foreign direct investment flows to Egypt: PM appeared first on Egypt Independent."
341,independent,Samsung produces its first mobile phone manufactured in Egypt,"Mobile phone giant Samsung produced its first phone manufactured in Egypt, a move that will help reduce the prices of this type of phone in Egypt, the Vice President of the Mobile Phone and Satellite Division in Egypt Walid Ramadan announced. Ramadan told Al-Masry Al-Youm that Samsung opened a mobile phone factory in Beni Suef, …
The post Samsung produces its first mobile phone manufactured in Egypt appeared first on Egypt Independent.",Egypt Independent,"Samsung produces its first mobile phone manufactured in Egypt. Mobile phone giant Samsung produced its first phone manufactured in Egypt, a move that will help reduce the prices of this type of phone in Egypt, the Vice President of the Mobile Phone and Satellite Division in Egypt Walid Ramadan announced. Ramadan told Al-Masry Al-Youm that Samsung opened a mobile phone factory in Beni Suef, …
The post Samsung produces its first mobile phone manufactured in Egypt appeared first on Egypt Independent.",2022-10-26,2022-10-26 11:12:00,341,"Samsung produces Samsung's first mobile phone manufactured in Egypt. Samsung a move that will help reduce the prices of this type of phone in Egypt Samsung's first phone manufactured in Egypt, a move that will help reduce the prices of this type of phone in Egypt, the Vice President of the Mobile Phone and Satellite Division in Egypt Walid Ramadan announced. the Vice President of the Mobile Phone and Satellite Division in Egypt Walid Ramadan told Al-Masry Al-Youm that Samsung opened a mobile phone factory in Beni Suef, …
The post Samsung produces Samsung's first mobile phone manufactured in Egypt appeared first on Egypt Independent."
