,text,triplets,rel_count,err,new_text,new_triplets,tex
176,Palestinian officials demanded Friday that the United States match the European Union’s support for Palestinian statehood,<triplet> Palestinian officials <subj> the United States <obj> Demand <triplet> European Union <subj> Palestinian statehood <obj> Engage In Diplomatic Cooperation,2,False,Palestinian officials demanded Friday that the United States match the Eu_x0002_ropean Union’s support for Palestinian statehood,<triplet> Palestinian officials <subj> the United States <obj> Demand <triplet> European Union <subj> Palestinian statehood <obj> Engage In Diplomatic Cooperation,Palestinian officials demanded Friday that the United States match the European Union’s support for Palestinian statehood
177,The Third World Water Forum concluded on Saturday that the US and other developed nations must allocate greater financial resources to help with the battle against the global water and sanitation crisis.,<triplet> The Third World Water Forum <subj> the US <obj> Demand <triplet> The Third World Water Forum <subj> other developed nations <obj> Demand,2,False,The Third World Water Forum concluded on Saturday that the US and other developed nations must allocate greater financial resources to help with the battle against the global water and sanitation crisis.,<triplet> The Third World Water Forum <subj> the US <obj> Demand <triplet> The Third World Water Forum <subj> other developed nations <obj> Demand,The Third World Water Forum concluded on Saturday that the US and other developed nations must allocate greater financial resources to help with the battle against the global water and sanitation crisis.
178,According to reports the UK is pushing hard for the US support its debt relief plan to tackle poverty in Africa.,<triplet> reports <subj> the UK <obj> Make Public Statement <triplet> reports <subj> the US <obj> Make Public Statement <triplet> reports <subj> Africa <obj> Make Public Statement <triplet> the UK <subj> the US <obj> Demand <triplet> the UK <subj> Africa <obj> Provide Aid,5,False,According to reports the UK is pushing hard for the US support its debt relief plan to tackle poverty in Africa.,<triplet> reports <subj> the UK <obj> Make Public Statement <triplet> reports <subj> the US <obj> Make Public Statement <triplet> reports <subj> Africa <obj> Make Public Statement <triplet> the UK <subj> the US <obj> Demand <triplet> the UK <subj> Africa <obj> Provide Aid,According to reports the UK is pushing hard for the US support its debt relief plan to tackle poverty in Africa.
179,"Some 800,000 Iraqi Kurds sought refuge in Germany last month.","<triplet> Some 800,000 Iraqi Kurds <subj> Germany <obj> Demand",1,False,"Some 800,000 Iraqi Kurds sought refuge in Germany last month.","<triplet> Some 800,000 Iraqi Kurds <subj> Germany <obj> Demand","Some 800,000 Iraqi Kurds sought refuge in Germany last month."
180,"Ethnic Albanians in south Serbia are demanding a U.N. military presence to protect them against a heavily armed ruling Serb minority and prevent a Bosnia-style civil war, but some foreign monitors are skeptical.",<triplet> Ethnic Albanians in south Serbia <subj> a U.N. military presence <obj> Demand <triplet> a heavily armed ruling Serb minority <subj> Ethnic Albanians in south Serbia <obj> Exhibit Military Posture <triplet> some foreign monitors <subj> Ethnic Albanians in south Serbia <obj> Make Public Statement,3,False,"Ethnic Albanians in south Serbia are demanding a U.N. military presence to protect them against a heavily armed ruling Serb minority and prevent a Bosnia-style civil war, but some foreign monitors are skeptical.",<triplet> Ethnic Albanians in south Serbia <subj> a U.N. military presence <obj> Demand <triplet> a heavily armed ruling Serb minority <subj> Ethnic Albanians in south Serbia <obj> Exhibit Military Posture <triplet> some foreign monitors <subj> Ethnic Albanians in south Serbia <obj> Make Public Statement,"Ethnic Albanians in south Serbia are demanding a U.N. military presence to protect them against a heavily armed ruling Serb minority and prevent a Bosnia-style civil war, but some foreign monitors are skeptical."
181,"The Red Cross operating in Iraq said US and British forces must ensure security to allow emergency water, food, and medical supplies to reach the needy",<triplet> The Red Cross operating in Iraq <subj> US <obj> Demand <triplet> The Red Cross operating in Iraq <subj> British forces <obj> Demand,2,False,"The Red Cross operating in Iraq said US and British forces must ensure security to allow emergency water, food, and medical supplies to reach the needy",<triplet> The Red Cross operating in Iraq <subj> US <obj> Demand <triplet> The Red Cross operating in Iraq <subj> British forces <obj> Demand,"The Red Cross operating in Iraq said US and British forces must ensure security to allow emergency water, food, and medical supplies to reach the needy"
182,"At the end of a seminar on reform, around 100 Arab intellectuals and activists published a declaration demanding wide-ranging political changes in the Arab world",<triplet> around 100 Arab intellectuals and activists <subj> the Arab world <obj> Demand,1,False,"At the end of a seminar on reform, around 100 Arab intellectuals and ac_x0002_tivists published a declaration demanding wide-ranging political changes in the Arab world",<triplet> around 100 Arab intellectuals and activists <subj> the Arab world <obj> Demand,"At the end of a seminar on reform, around 100 Arab intellectuals and activists published a declaration demanding wide-ranging political changes in the Arab world"
183,Sunnis have demanded that control of the Interior Ministry be taken away from Shiite religious parties in the next government.,<triplet> Sunnis <subj> the next government <obj> Demand <triplet> Sunnis <subj> Shiite religious parties <obj> Disapprove,2,False,Sunnis have demanded that control of the Interior Ministry be taken away from Shiite religious parties in the next government.,<triplet> Sunnis <subj> the next government <obj> Demand <triplet> Sunnis <subj> Shiite religious parties <obj> Disapprove,Sunnis have demanded that control of the Interior Ministry be taken away from Shiite religious parties in the next government.
184,Rwandan rebels demanded the removal of President Juvenal Habyariman and his ruling party at the fourth round of talks aimed at ending a 23-month civil war.,<triplet> Rwandan rebels <subj> President Juvenal Habyariman <obj> Demand <triplet> Rwandan rebels <subj> his ruling party <obj> Demand,2,False,Rwandan rebels demanded the removal of President Juvenal Habyariman and his ruling party at the fourth round of talks aimed at ending a 23-month civil war.,<triplet> Rwandan rebels <subj> President Juvenal Habyariman <obj> Demand <triplet> Rwandan rebels <subj> his ruling party <obj> Demand,Rwandan rebels demanded the removal of President Juvenal Habyariman and his ruling party at the fourth round of talks aimed at ending a 23-month civil war.
185,Former Socialist prime minister Andreas Papandreou demanded immediate elections after a special court cleared him of all charges in Greece’s biggest corruption trial this century,<triplet> Former Socialist prime minister Andreas Papandreou <subj> Greece <obj> Demand <triplet> Greece <subj> Former Socialist prime minister Andreas Papandreou <obj> Investigate,2,False,Former Socialist prime minister Andreas Papandreou demanded immediate elections after a special court cleared him of all charges in Greece’s biggest corruption trial this century,<triplet> Former Socialist prime minister Andreas Papandreou <subj> Greece <obj> Demand <triplet> Greece <subj> Former Socialist prime minister Andreas Papandreou <obj> Investigate,Former Socialist prime minister Andreas Papandreou demanded immediate elections after a special court cleared him of all charges in Greece’s biggest corruption trial this century
186,Opposition groups in Zimbabwe are demanding that President Mugabe abandon his controversial policy of land confiscations.,<triplet> Opposition groups in Zimbabwe <subj> President Mugabe <obj> Demand,1,False,Opposition groups in Zimbabwe are demanding that President Mugabe aban_x0002_don his controversial policy of land confiscations.,<triplet> Opposition groups in Zimbabwe <subj> President Mugabe <obj> Demand,Opposition groups in Zimbabwe are demanding that President Mugabe abandon his controversial policy of land confiscations.
187,"The main Hutu rebel group, Forces for Defence of Democracy (FDD), insisted on its demands that Burundi’s government grant the Hutu majority more rights.","<triplet> The main Hutu rebel group, Forces for Defence of Democracy (FDD) <subj> Burundi’s government <obj> Demand",1,False,"The main Hutu rebel group, Forces for Defence of Democracy (FDD), in_x0002_sisted on its demands that Burundi’s government grant the Hutu majority more rights.","<triplet> The main Hutu rebel group, Forces for Defence of Democracy (FDD) <subj> Burundi’s government <obj> Demand","The main Hutu rebel group, Forces for Defence of Democracy (FDD), insisted on its demands that Burundi’s government grant the Hutu majority more rights."
188,Rwandan rebels announced that President Kagame and his Rwandan Patriotic Front must agree to major constitutional changes before they demobilize.,<triplet> Rwandan rebels <subj> President Kagame <obj> Demand <triplet> Rwandan rebels <subj> Rwandan Patriotic Front <obj> Demand,2,False,Rwandan rebels announced that President Kagame and his Rwandan Patri_x0002_otic Front must agree to major constitutional changes before they demobilize.,<triplet> Rwandan rebels <subj> President Kagame <obj> Demand <triplet> Rwandan rebels <subj> Rwandan Patriotic Front <obj> Demand,Rwandan rebels announced that President Kagame and his Rwandan Patriotic Front must agree to major constitutional changes before they demobilize.
189,The Albanians of southern Serbia are demanding political and territorial autonomy from Serbian authorities.,<triplet> The Albanians of southern Serbia <subj> Serbian authorities <obj> Demand,1,False,The Albanians of southern Serbia are demanding political and territorial autonomy from Serbian authorities.,<triplet> The Albanians of southern Serbia <subj> Serbian authorities <obj> Demand,The Albanians of southern Serbia are demanding political and territorial autonomy from Serbian authorities.
190,The United States on Thursday demanded that the Democratic People’s Republic of Korea (DPRK) forsake its nuclear program.,<triplet> The United States <subj> the Democratic People’s Republic of Korea (DPRK) <obj> Demand,1,False,The United States on Thursday demanded that the Democratic People’s Republic of Korea (DPRK) forsake its nuclear program.,<triplet> The United States <subj> the Democratic People’s Republic of Korea (DPRK) <obj> Demand,The United States on Thursday demanded that the Democratic People’s Republic of Korea (DPRK) forsake its nuclear program.
191,Human rights organization Amnesty International demanded that the Sudanese government end curbs on press freedom.,<triplet> Human rights organization Amnesty International <subj> the Sudanese government <obj> Demand <triplet> the Sudanese government <subj> press freedom <obj> Coerce,2,False,Human rights organization Amnesty International demanded that the Su_x0002_danese government end curbs on press freedom.,<triplet> Human rights organization Amnesty International <subj> the Sudanese government <obj> Demand <triplet> the Sudanese government <subj> press freedom <obj> Coerce,Human rights organization Amnesty International demanded that the Sudanese government end curbs on press freedom.
192,The International Labor Office (ILO) reiterated its demand today that Israel ease restrictions on the movement of Palestinian workers.,<triplet> Israel <subj> Palestinian workers <obj> Coerce <triplet> The International Labor Office (ILO) <subj> Israel <obj> Demand,2,False,The International Labor Office (ILO) reiterated its demand today that Israel ease restrictions on the movement of Palestinian workers.,<triplet> Israel <subj> Palestinian workers <obj> Coerce <triplet> The International Labor Office (ILO) <subj> Israel <obj> Demand,The International Labor Office (ILO) reiterated its demand today that Israel ease restrictions on the movement of Palestinian workers.
193,Iranian authorities have been pressuring workers of the United Bus Company of Tehran (Sharekat-e Vahed) to cancel the strike they have been planning for better pay and working conditions.,<triplet> Iranian authorities <subj> workers of the United Bus Company of Tehran (Sharekat-e Vahed) <obj> Demand,1,False,Iranian authorities have been pressuring workers of the United Bus Company of Tehran (Sharekat-e Vahed) to cancel the strike they have been planning for better pay and working conditions.,<triplet> Iranian authorities <subj> workers of the United Bus Company of Tehran (Sharekat-e Vahed) <obj> Demand,Iranian authorities have been pressuring workers of the United Bus Company of Tehran (Sharekat-e Vahed) to cancel the strike they have been planning for better pay and working conditions.
194,Russia said on Tuesday that Sudan must return a Mi-26 helicopter that was captured by the Sudanese authorities last week,<triplet> Russia <subj> Sudan <obj> Demand <triplet> the Sudanese authorities <subj> a Mi-26 helicopter <obj> Coerce,2,False,Russia said on Tuesday that Sudan must return a Mi-26 helicopter that was captured by the Sudanese authorities last week,<triplet> Russia <subj> Sudan <obj> Demand <triplet> the Sudanese authorities <subj> a Mi-26 helicopter <obj> Coerce,Russia said on Tuesday that Sudan must return a Mi-26 helicopter that was captured by the Sudanese authorities last week
195,The 106th Inter-Parliamentary Union Conference stressed the obligation of the international community to take immediate action to lift embargoes and other sanctions which have negatively affected children in different parts of the world.,<triplet> The 106th Inter-Parliamentary Union Conference <subj> the international community <obj> Demand,1,False,The 106th Inter-Parliamentary Union Conference stressed the obligation of the international community to take immediate action to lift embargoes and other sanctions which have negatively affected children in different parts of the world.,<triplet> The 106th Inter-Parliamentary Union Conference <subj> the international community <obj> Demand,The 106th Inter-Parliamentary Union Conference stressed the obligation of the international community to take immediate action to lift embargoes and other sanctions which have negatively affected children in different parts of the world.
196,"Kenzo Oshima, the United Nations Emergency Relief Coordinator, demanded parties to the conflict in Iraq to allow humanitarian workers the freedom of movement necessary for discharging their mandate","<triplet> Kenzo Oshima, the United Nations Emergency Relief Coordinator <subj> parties to the conflict in Iraq <obj> Demand",1,False,"Kenzo Oshima, the United Nations Emergency Relief Coordinator, de_x0002_manded parties to the conflict in Iraq to allow humanitarian workers the freedom of movement necessary for discharging their mandate","<triplet> Kenzo Oshima, the United Nations Emergency Relief Coordinator <subj> parties to the conflict in Iraq <obj> Demand","Kenzo Oshima, the United Nations Emergency Relief Coordinator, demanded parties to the conflict in Iraq to allow humanitarian workers the freedom of movement necessary for discharging their mandate"
197,Washington along with its allies demanded that Hamas renounce its armed struggle against Israel,<triplet> Washington <subj> Hamas <obj> Demand <triplet> its allies <subj> Hamas <obj> Demand <triplet> Hamas <subj> Israel <obj> Fight,3,False,Washington along with its allies demanded that Hamas renounce its armed struggle against Israel,<triplet> Washington <subj> Hamas <obj> Demand <triplet> its allies <subj> Hamas <obj> Demand <triplet> Hamas <subj> Israel <obj> Fight,Washington along with its allies demanded that Hamas renounce its armed struggle against Israel
198,"European Community foreign ministers demanded the withdrawal of Yugoslav federal forces from Bosnia-Herzogovina on Monday calling them an occupying army, diplomats quoted an EC declaration as saying",<triplet> Yugoslav federal forces <subj> Bosnia-Herzogovina <obj> Fight <triplet> European Community foreign ministers <subj> Yugoslav federal forces <obj> Demand <triplet> diplomats <subj> European Community foreign ministers <obj> Make Public Statement <triplet> diplomats <subj> Yugoslav federal forces <obj> Make Public Statement <triplet> diplomats <subj> Bosnia-Herzogovina <obj> Make Public Statement,5,False,"European Community foreign ministers demanded the withdrawal of Yu_x0002_goslav federal forces from Bosnia-Herzogovina on Monday calling them an occupying army, diplomats quoted an EC declaration as saying",<triplet> Yugoslav federal forces <subj> Bosnia-Herzogovina <obj> Fight <triplet> European Community foreign ministers <subj> Yugoslav federal forces <obj> Demand <triplet> diplomats <subj> European Community foreign ministers <obj> Make Public Statement <triplet> diplomats <subj> Yugoslav federal forces <obj> Make Public Statement <triplet> diplomats <subj> Bosnia-Herzogovina <obj> Make Public Statement,"European Community foreign ministers demanded the withdrawal of Yugoslav federal forces from Bosnia-Herzogovina on Monday calling them an occupying army, diplomats quoted an EC declaration as saying"
199,Bosnian Serbs demanded a truce with Moslem forces in east Bosnia before allowing U.N. aid conveys to feed starving Moslem civilians in the region.,<triplet> Bosnian Serbs <subj> Moslem forces <obj> Demand <triplet> Bosnian Serbs <subj> U.N. aid conveys <obj> Coerce,2,False,Bosnian Serbs demanded a truce with Moslem forces in east Bosnia before allowing U.N. aid conveys to feed starving Moslem civilians in the region.,<triplet> Bosnian Serbs <subj> Moslem forces <obj> Demand <triplet> Bosnian Serbs <subj> U.N. aid conveys <obj> Coerce,Bosnian Serbs demanded a truce with Moslem forces in east Bosnia before allowing U.N. aid conveys to feed starving Moslem civilians in the region.
200,"Yugoslavia on Tuesday demanded a meeting of the U.N. Security Council to discuss Croatia’s military advance into the Serb-held Krajina region, describing it as “a serious challenge to the world community.”",<triplet> Yugoslavia <subj> the U.N. Security Council <obj> Demand <triplet> Croatia <subj> the Serb-held Krajina region <obj> Fight,2,False,"Yugoslavia on Tuesday demanded a meeting of the U.N. Security Council to discuss Croatia’s military advance into the Serb-held Krajina region, de_x0002_scribing it as “a serious challenge to the world community.”",<triplet> Yugoslavia <subj> the U.N. Security Council <obj> Demand <triplet> Croatia <subj> the Serb-held Krajina region <obj> Fight,"Yugoslavia on Tuesday demanded a meeting of the U.N. Security Council to discuss Croatia’s military advance into the Serb-held Krajina region, describing it as “a serious challenge to the world community.”"
201,Jack Straw said on Friday that the Sudanese government and the rebels in Darfur must reach an agreement that stops the conflict for good before developmental assistance to the region is released.,<triplet> Jack Straw <subj> the Sudanese government <obj> Demand <triplet> Jack Straw <subj> the rebels in Darfur <obj> Demand <triplet> Jack Straw <subj> developmental assistance to the region <obj> Make Public Statement,3,False,Jack Straw said on Friday that the Sudanese government and the rebels in Darfur must reach an agreement that stops the conflict for good before developmental assistance to the region is released.,<triplet> Jack Straw <subj> the Sudanese government <obj> Demand <triplet> Jack Straw <subj> the rebels in Darfur <obj> Demand <triplet> Jack Straw <subj> developmental assistance to the region <obj> Make Public Statement,Jack Straw said on Friday that the Sudanese government and the rebels in Darfur must reach an agreement that stops the conflict for good before developmental assistance to the region is released.
202,Egyptian President Hosni Mubarak said here Wednesday that the US must be ready to mediate between Israelis and Palestinians as soon as the Israeli elections of January 28 are finalized,<triplet> Egyptian President Hosni Mubarak <subj> Israelis <obj> Make Public Statement <triplet> Egyptian President Hosni Mubarak <subj> Palestinians <obj> Make Public Statement <triplet> Egyptian President Hosni Mubarak <subj> the US <obj> Demand,3,False,Egyptian President Hosni Mubarak said here Wednesday that the US must be ready to mediate between Israelis and Palestinians as soon as the Israeli elections of January 28 are finalized,<triplet> Egyptian President Hosni Mubarak <subj> Israelis <obj> Make Public Statement <triplet> Egyptian President Hosni Mubarak <subj> Palestinians <obj> Make Public Statement <triplet> Egyptian President Hosni Mubarak <subj> the US <obj> Demand,Egyptian President Hosni Mubarak said here Wednesday that the US must be ready to mediate between Israelis and Palestinians as soon as the Israeli elections of January 28 are finalized
203,"On Tuesday, Nigerian junior foreign minister Dubem Oniya summoned Niger’s ambassador Brah Mohamane to complain of inaction over the gangs.",<triplet> Nigerian junior foreign minister Dubem Oniya <subj> Niger’s ambassador Brah Mohamane <obj> Disapprove,1,False,"On Tuesday, Nigerian junior foreign minister Dubem Oniya summoned Niger’s ambassador Brah Mohamane to complain of inaction over the gangs.",<triplet> Nigerian junior foreign minister Dubem Oniya <subj> Niger’s ambassador Brah Mohamane <obj> Disapprove,"On Tuesday, Nigerian junior foreign minister Dubem Oniya summoned Niger’s ambassador Brah Mohamane to complain of inaction over the gangs."
204,Albania on Friday denounced as an ugly crime Yugoslavia’s suppression of ethnic Albanian unrest in the southern Yugoslav province of Kosovo,<triplet> Albania <subj> Yugoslavia <obj> Disapprove <triplet> ethnic Albanian unrest <subj> Kosovo <obj> Protest <triplet> Yugoslavia <subj> ethnic Albanian unrest <obj> Coerce,3,False,Albania on Friday denounced as an ugly crime Yugoslavia’s suppression of ethnic Albanian unrest in the southern Yugoslav province of Kosovo,<triplet> Albania <subj> Yugoslavia <obj> Disapprove <triplet> ethnic Albanian unrest <subj> Kosovo <obj> Protest <triplet> Yugoslavia <subj> ethnic Albanian unrest <obj> Coerce,Albania on Friday denounced as an ugly crime Yugoslavia’s suppression of ethnic Albanian unrest in the southern Yugoslav province of Kosovo
205,Zimbabwean Prime Minister Robert Mugabe today accused the United States of restoring the blackmail in the negotiations on independence for Namibia.,<triplet> Zimbabwean Prime Minister Robert Mugabe <subj> Namibia <obj> Make Public Statement <triplet> Zimbabwean Prime Minister Robert Mugabe <subj> the United States <obj> Disapprove,2,False,Zimbabwean Prime Minister Robert Mugabe today accused the United States of restoring the blackmail in the negotiations on independence for Namibia.,<triplet> Zimbabwean Prime Minister Robert Mugabe <subj> Namibia <obj> Make Public Statement <triplet> Zimbabwean Prime Minister Robert Mugabe <subj> the United States <obj> Disapprove,Zimbabwean Prime Minister Robert Mugabe today accused the United States of restoring the blackmail in the negotiations on independence for Namibia.
206,"Ousted president Jean-Bertrand Aristide has been accused of misusing up to US $50 million ($73 million) in public funds, much of it believed to have been embezzled, by current Haitian government officials",<triplet> current Haitian government officials <subj> Ousted president Jean-Bertrand Aristide <obj> Disapprove,1,False,"Ousted president Jean-Bertrand Aristide has been accused of misusing up to US $50 million ($73 million) in public funds, much of it believed to have been embezzled, by current Haitian government officials",<triplet> current Haitian government officials <subj> Ousted president Jean-Bertrand Aristide <obj> Disapprove,"Ousted president Jean-Bertrand Aristide has been accused of misusing up to US $50 million ($73 million) in public funds, much of it believed to have been embezzled, by current Haitian government officials"
207,"Human rights watchdog Amnesty International accused the United States ofviolating human rights, ignoring international law and sending a “permissivesignal to abusive governments”.",<triplet> Human rights watchdog Amnesty International <subj> the United States <obj> Disapprove,1,False,"Human rights watchdog Amnesty International accused the United States of
violating human rights, ignoring international law and sending a “permissive
signal to abusive governments”.",<triplet> Human rights watchdog Amnesty International <subj> the United States <obj> Disapprove,"Human rights watchdog Amnesty International accused the United States ofviolating human rights, ignoring international law and sending a “permissivesignal to abusive governments”."
208,"The Sudanese government has accused Darfur rebels of violating a monthold ceasefire, a member of the Chadian team trying to broker a peace pact has said.",<triplet> a member of the Chadian team <subj> The Sudanese government <obj> Make Public Statement <triplet> a member of the Chadian team <subj> Darfur rebels <obj> Make Public Statement <triplet> The Sudanese government <subj> Darfur rebels <obj> Disapprove,3,False,"The Sudanese government has accused Darfur rebels of violating a month_x0002_old ceasefire, a member of the Chadian team trying to broker a peace pact has said.",<triplet> a member of the Chadian team <subj> The Sudanese government <obj> Make Public Statement <triplet> a member of the Chadian team <subj> Darfur rebels <obj> Make Public Statement <triplet> The Sudanese government <subj> Darfur rebels <obj> Disapprove,"The Sudanese government has accused Darfur rebels of violating a monthold ceasefire, a member of the Chadian team trying to broker a peace pact has said."
209,"Palestinians blamed Israel for the bombing of Raed Karmi in the West Bank City of Tulkarm, which has set off a renewed wave of violence",<triplet> Palestinians <subj> Israel <obj> Disapprove <triplet> the bombing <subj> the West Bank City of Tulkarm <obj> Assault,2,False,"Palestinians blamed Israel for the bombing of Raed Karmi in the West Bank City of Tulkarm, which has set off a renewed wave of violence",<triplet> Palestinians <subj> Israel <obj> Disapprove <triplet> the bombing <subj> the West Bank City of Tulkarm <obj> Assault,"Palestinians blamed Israel for the bombing of Raed Karmi in the West Bank City of Tulkarm, which has set off a renewed wave of violence"
210,Kosovo’s prime minister has been indicted by the U.N. war crimes court for his alleged part in atrocities during the fight against Serb forces and will resign,<triplet> the U.N. war crimes court <subj> Kosovo’s prime minister <obj> Disapprove <triplet> Kosovo’s prime minister <subj> Serb forces <obj> Fight,2,False,Kosovo’s prime minister has been indicted by the U.N. war crimes court for his alleged part in atrocities during the fight against Serb forces and will resign,<triplet> the U.N. war crimes court <subj> Kosovo’s prime minister <obj> Disapprove <triplet> Kosovo’s prime minister <subj> Serb forces <obj> Fight,Kosovo’s prime minister has been indicted by the U.N. war crimes court for his alleged part in atrocities during the fight against Serb forces and will resign
211,"A Christian missionary from Calgary was arrested in Lebanon for collaborating with Israel, according to the Canadian Press",<triplet> A Christian missionary from Calgary <subj> Israel <obj> Engage In Material Cooperation <triplet> Lebanon <subj> A Christian missionary from Calgary <obj> Coerce <triplet> the Canadian Press <subj> A Christian missionary from Calgary <obj> Make Public Statement <triplet> the Canadian Press <subj> Lebanon <obj> Make Public Statement <triplet> the Canadian Press <subj> Israel <obj> Make Public Statement,5,False,"A Christian missionary from Calgary was arrested in Lebanon for collabo_x0002_rating with Israel, according to the Canadian Press",<triplet> A Christian missionary from Calgary <subj> Israel <obj> Engage In Material Cooperation <triplet> Lebanon <subj> A Christian missionary from Calgary <obj> Coerce <triplet> the Canadian Press <subj> A Christian missionary from Calgary <obj> Make Public Statement <triplet> the Canadian Press <subj> Lebanon <obj> Make Public Statement <triplet> the Canadian Press <subj> Israel <obj> Make Public Statement,"A Christian missionary from Calgary was arrested in Lebanon for collaborating with Israel, according to the Canadian Press"
212,Nigerian authorities jailed 52 members of the banned Movement for the Actualization of the Sovereign State of Biafra (MASSOB) on allegations of treason for playing in a youth football tournament in Lagos.,<triplet> Nigerian authorities <subj> 52 members of the banned Movement for the Actualization of the Sovereign State of Biafra (MASSOB) <obj> Coerce,1,False,Nigerian authorities jailed 52 members of the banned Movement for the Actualization of the Sovereign State of Biafra (MASSOB) on allegations of treason for playing in a youth football tournament in Lagos.,<triplet> Nigerian authorities <subj> 52 members of the banned Movement for the Actualization of the Sovereign State of Biafra (MASSOB) <obj> Coerce,Nigerian authorities jailed 52 members of the banned Movement for the Actualization of the Sovereign State of Biafra (MASSOB) on allegations of treason for playing in a youth football tournament in Lagos.
213,"An official Syrian newspaper called Thursday on Arabs to unite and “mobilize” against Israeli right-winger Ariel Sharon, who has vowed not to return the Golan Heights to Syria if he is elected prime minister February 4",<triplet> An official Syrian newspaper <subj> Israeli right-winger Ariel Sharon <obj> Disapprove <triplet> An official Syrian newspaper <subj> Arabs <obj> Appeal,2,False,"An official Syrian newspaper called Thursday on Arabs to unite and “mobi_x0002_lize” against Israeli right-winger Ariel Sharon, who has vowed not to return the Golan Heights to Syria if he is elected prime minister February 4",<triplet> An official Syrian newspaper <subj> Israeli right-winger Ariel Sharon <obj> Disapprove <triplet> An official Syrian newspaper <subj> Arabs <obj> Appeal,"An official Syrian newspaper called Thursday on Arabs to unite and “mobilize” against Israeli right-winger Ariel Sharon, who has vowed not to return the Golan Heights to Syria if he is elected prime minister February 4"
214,Archbishop Desmond Tutu on Sunday called for sanctions against Nigeria in the wake of the execution of Ken Saro-Wiwa.,<triplet> Nigeria <subj> Ken Saro-Wiwa <obj> Coerce <triplet> Archbishop Desmond Tutu <subj> Nigeria <obj> Disapprove,2,False,Archbishop Desmond Tutu on Sunday called for sanctions against Nigeria in the wake of the execution of Ken Saro-Wiwa.,<triplet> Nigeria <subj> Ken Saro-Wiwa <obj> Coerce <triplet> Archbishop Desmond Tutu <subj> Nigeria <obj> Disapprove,Archbishop Desmond Tutu on Sunday called for sanctions against Nigeria in the wake of the execution of Ken Saro-Wiwa.
215,"Yugoslavia lodged an official protest with Albania today, charging its neighbor with supporting dissidents here in what is said was tantamount to inciting revolution.",<triplet> Yugoslavia <subj> Albania <obj> Disapprove <triplet> Albania <subj> dissidents <obj> Engage In Material Cooperation,2,False,"Yugoslavia lodged an official protest with Albania today, charging its neigh_x0002_bor with supporting dissidents here in what is said was tantamount to incit_x0002_ing revolution.",<triplet> Yugoslavia <subj> Albania <obj> Disapprove <triplet> Albania <subj> dissidents <obj> Engage In Material Cooperation,"Yugoslavia lodged an official protest with Albania today, charging its neighbor with supporting dissidents here in what is said was tantamount to inciting revolution."
216,Lebanon complained to the United Nations on Tuesday over two Israeli air raids last Friday in which it said 20 people were killed or wounded.,<triplet> Lebanon <subj> two Israeli air raids <obj> Disapprove <triplet> two Israeli air raids <subj> 20 people <obj> Assault,2,False,Lebanon complained to the United Nations on Tuesday over two Israeli air raids last Friday in which it said 20 people were killed or wounded.,<triplet> Lebanon <subj> two Israeli air raids <obj> Disapprove <triplet> two Israeli air raids <subj> 20 people <obj> Assault,Lebanon complained to the United Nations on Tuesday over two Israeli air raids last Friday in which it said 20 people were killed or wounded.
217,"A Saudi businessman is suing the United States for damages to his pharmaceutical plant which were caused by a missile attack in August, his American lawyer said.",<triplet> his American lawyer <subj> A Saudi businessman <obj> Make Public Statement <triplet> his American lawyer <subj> the United States <obj> Make Public Statement <triplet> a missile attack <subj> his pharmaceutical plant <obj> Fight <triplet> A Saudi businessman <subj> the United States <obj> Disapprove,4,False,"A Saudi businessman is suing the United States for damages to his pharma_x0002_ceutical plant which were caused by a missile attack in August, his American lawyer said.",<triplet> his American lawyer <subj> A Saudi businessman <obj> Make Public Statement <triplet> his American lawyer <subj> the United States <obj> Make Public Statement <triplet> a missile attack <subj> his pharmaceutical plant <obj> Fight <triplet> A Saudi businessman <subj> the United States <obj> Disapprove,"A Saudi businessman is suing the United States for damages to his pharmaceutical plant which were caused by a missile attack in August, his American lawyer said."
218,A European court convicted Turkey of ”inhuman acts” Thursday for destroying the home of a Kurdish citizen in the country’s southeast.,<triplet> Turkey <subj> Kurdish citizen <obj> Coerce <triplet> A European court <subj> Turkey <obj> Disapprove,2,False,A European court convicted Turkey of ”inhuman acts” Thursday for de_x0002_stroying the home of a Kurdish citizen in the country’s southeast.,<triplet> Turkey <subj> Kurdish citizen <obj> Coerce <triplet> A European court <subj> Turkey <obj> Disapprove,A European court convicted Turkey of ”inhuman acts” Thursday for destroying the home of a Kurdish citizen in the country’s southeast.
219,"The Palestinians reject proposed Israeli changes to the Wye River land-forsecurity deal, chief Palestinian negotiator Saeb Erakat said.",<triplet> The Palestinians <subj> proposed Israeli changes <obj> Reject <triplet> chief Palestinian negotiator Saeb Erakat <subj> The Palestinians <obj> Make Public Statement <triplet> chief Palestinian negotiator Saeb Erakat <subj> proposed Israeli changes <obj> Make Public Statement,3,False,"The Palestinians reject proposed Israeli changes to the Wye River land-for_x0002_security deal, chief Palestinian negotiator Saeb Erakat said.",<triplet> The Palestinians <subj> proposed Israeli changes <obj> Reject <triplet> chief Palestinian negotiator Saeb Erakat <subj> The Palestinians <obj> Make Public Statement <triplet> chief Palestinian negotiator Saeb Erakat <subj> proposed Israeli changes <obj> Make Public Statement,"The Palestinians reject proposed Israeli changes to the Wye River land-forsecurity deal, chief Palestinian negotiator Saeb Erakat said."
